,id,date,store_nbr,item_nbr,unit_sales,onpromotion,dcoilwtico,transactions,type
108,159678,2013-01-05,48,108696,17.0,0,93.12,4084.0,0
109,160866,2013-01-05,49,108696,6.0,0,93.12,2562.0,0
110,162032,2013-01-05,50,108696,12.0,0,93.12,3459.0,0
111,163223,2013-01-05,51,108696,4.0,0,93.12,2068.0,0
112,164330,2013-01-05,54,108696,1.0,0,93.12,949.0,0
113,164943,2013-01-06,1,108696,1.0,0,93.12,520.0,0
114,165605,2013-01-06,2,108696,3.0,0,93.12,1992.0,0
115,166725,2013-01-06,3,108696,21.0,0,93.12,3590.0,0
116,167940,2013-01-06,4,108696,4.0,0,93.12,1891.0,0
117,169027,2013-01-06,5,108696,4.0,0,93.12,1754.0,0
118,170099,2013-01-06,6,108696,1.0,0,93.12,2313.0,0
119,171246,2013-01-06,7,108696,3.0,0,93.12,1431.0,0
120,172272,2013-01-06,8,108696,1.0,0,93.12,2748.0,0
121,173430,2013-01-06,9,108696,23.0,0,93.12,2635.0,0
122,174443,2013-01-06,10,108696,11.0,0,93.12,1173.0,0
123,175124,2013-01-06,11,108696,7.0,0,93.12,3188.0,0
124,176783,2013-01-06,13,108696,10.0,0,93.12,1008.0,0
125,177443,2013-01-06,14,108696,5.0,0,93.12,1313.0,0
126,178106,2013-01-06,15,108696,1.0,0,93.12,1149.0,0
127,178798,2013-01-06,16,108696,8.0,0,93.12,1323.0,0
128,180298,2013-01-06,18,108696,7.0,0,93.12,1405.0,0
129,181220,2013-01-06,19,108696,3.0,0,93.12,1157.0,0
130,182806,2013-01-06,24,108696,1.0,0,93.12,2061.0,0
131,187230,2013-01-06,30,108696,1.0,0,93.12,667.0,0
132,189978,2013-01-06,34,108696,4.0,0,93.12,2377.0,0
133,193431,2013-01-06,39,108696,2.0,0,93.12,1571.0,0
134,194401,2013-01-06,40,108696,2.0,0,93.12,1023.0,0
135,196668,2013-01-06,44,108696,10.0,0,93.12,4925.0,0
136,197908,2013-01-06,45,108696,18.0,0,93.12,4418.0,0
137,199140,2013-01-06,46,108696,36.0,0,93.12,5401.0,0
138,200335,2013-01-06,47,108696,3.0,0,93.12,4935.0,0
139,201568,2013-01-06,48,108696,24.0,0,93.12,4591.0,0
140,202733,2013-01-06,49,108696,7.0,0,93.12,2795.0,0
141,203921,2013-01-06,50,108696,7.0,0,93.12,3297.0,0
142,205083,2013-01-06,51,108696,7.0,0,93.12,1934.0,0
143,206186,2013-01-06,54,108696,1.0,0,93.12,1180.0,0
144,206818,2013-01-07,1,108696,2.0,0,93.2,1807.0,0
145,207773,2013-01-07,2,108696,4.0,0,93.2,1911.0,0
146,208800,2013-01-07,3,108696,3.0,0,93.2,2996.0,0
147,209976,2013-01-07,4,108696,1.0,0,93.2,1514.0,0
148,210959,2013-01-07,5,108696,4.0,0,93.2,1577.0,0
149,212983,2013-01-07,7,108696,1.0,0,93.2,1705.0,0
150,214005,2013-01-07,8,108696,1.0,0,93.2,2768.0,0
151,215126,2013-01-07,9,108696,24.0,0,93.2,2162.0,0
152,216045,2013-01-07,10,108696,10.0,0,93.2,1148.0,0
153,216669,2013-01-07,11,108696,5.0,0,93.2,2361.0,0
154,217545,2013-01-07,12,108696,10.0,0,93.2,1113.0,0
155,218215,2013-01-07,13,108696,5.0,0,93.2,921.0,0
156,218841,2013-01-07,14,108696,3.0,0,93.2,1671.0,0
157,219501,2013-01-07,15,108696,5.0,0,93.2,1413.0,0
158,220198,2013-01-07,16,108696,1.0,0,93.2,1066.0,0
159,220868,2013-01-07,17,108696,2.0,0,93.2,1292.0,0
160,221582,2013-01-07,18,108696,4.0,0,93.2,1369.0,0
161,222405,2013-01-07,19,108696,8.0,0,93.2,1137.0,0
162,230392,2013-01-07,34,108696,8.0,0,93.2,2224.0,0
163,234515,2013-01-07,40,108696,1.0,0,93.2,1148.0,0
164,236549,2013-01-07,44,108696,16.0,0,93.2,3871.0,0
165,237747,2013-01-07,45,108696,17.0,0,93.2,3339.0,0
166,238937,2013-01-07,46,108696,17.0,0,93.2,3205.0,0
167,241251,2013-01-07,48,108696,3.0,0,93.2,2697.0,0
168,242328,2013-01-07,49,108696,8.0,0,93.2,1719.0,0
169,243425,2013-01-07,50,108696,17.0,0,93.2,2371.0,0
170,244510,2013-01-07,51,108696,2.0,0,93.2,1637.0,0
171,246118,2013-01-08,1,108696,2.0,0,93.21,1869.0,0
172,247078,2013-01-08,2,108696,1.0,0,93.21,1856.0,0
173,248080,2013-01-08,3,108696,3.0,0,93.21,2826.0,0
174,249249,2013-01-08,4,108696,5.0,0,93.21,1397.0,0
175,250225,2013-01-08,5,108696,3.0,0,93.21,1504.0,0
176,251205,2013-01-08,6,108696,10.0,0,93.21,1555.0,0
177,252263,2013-01-08,7,108696,3.0,0,93.21,1524.0,0
178,254398,2013-01-08,9,108696,12.0,0,93.21,2206.0,0
179,255350,2013-01-08,10,108696,7.0,0,93.21,1100.0,0
180,255981,2013-01-08,11,108696,3.0,0,93.21,2388.0,0
181,256876,2013-01-08,12,108696,3.0,0,93.21,1130.0,0
182,258156,2013-01-08,14,108696,5.0,0,93.21,1673.0,0
183,258824,2013-01-08,15,108696,2.0,0,93.21,1330.0,0
184,260156,2013-01-08,17,108696,1.0,0,93.21,1197.0,0
185,260858,2013-01-08,18,108696,5.0,0,93.21,1388.0,0
186,261654,2013-01-08,19,108696,4.0,0,93.21,1013.0,0
187,269611,2013-01-08,34,108696,3.0,0,93.21,2272.0,0
188,272821,2013-01-08,39,108696,4.0,0,93.21,1417.0,0
189,273703,2013-01-08,40,108696,1.0,0,93.21,1090.0,0
190,275810,2013-01-08,44,108696,10.0,0,93.21,3593.0,0
191,277023,2013-01-08,45,108696,9.0,0,93.21,3102.0,0
192,278204,2013-01-08,46,108696,3.0,0,93.21,3061.0,0
193,279322,2013-01-08,47,108696,4.0,0,93.21,3185.0,0
194,281543,2013-01-08,49,108696,1.0,0,93.21,1609.0,0
195,282612,2013-01-08,50,108696,6.0,0,93.21,2251.0,0
196,283692,2013-01-08,51,108696,1.0,0,93.21,1613.0,0
197,284710,2013-01-08,54,108696,1.0,0,93.21,729.0,0
198,285248,2013-01-09,1,108696,4.0,0,93.08,1910.0,0
199,286240,2013-01-09,2,108696,7.0,0,93.08,1975.0,0
200,287263,2013-01-09,3,108696,5.0,0,93.08,2932.0,0
201,288450,2013-01-09,4,108696,4.0,0,93.08,1533.0,0
202,289420,2013-01-09,5,108696,5.0,0,93.08,1513.0,0
203,290420,2013-01-09,6,108696,2.0,0,93.08,1702.0,0
204,291517,2013-01-09,7,108696,6.0,0,93.08,1525.0,0
205,292535,2013-01-09,8,108696,1.0,0,93.08,2802.0,0
206,293691,2013-01-09,9,108696,9.0,0,93.08,1976.0,0
207,294603,2013-01-09,10,108696,4.0,0,93.08,930.0,0
208,296079,2013-01-09,12,108696,2.0,0,93.08,1108.0,0
209,297328,2013-01-09,14,108696,5.0,0,93.08,1591.0,0
210,297995,2013-01-09,15,108696,3.0,0,93.08,1276.0,0
211,299331,2013-01-09,17,108696,2.0,0,93.08,1110.0,0
212,300030,2013-01-09,18,108696,1.0,0,93.08,1206.0,0
213,300806,2013-01-09,19,108696,1.0,0,93.08,960.0,0
214,302239,2013-01-09,24,108696,2.0,0,93.08,2354.0,0
215,308572,2013-01-09,34,108696,6.0,0,93.08,2101.0,0
216,311856,2013-01-09,39,108696,1.0,0,93.08,1219.0,0
217,312661,2013-01-09,40,108696,2.0,0,93.08,939.0,0
218,314684,2013-01-09,44,108696,6.0,0,93.08,4006.0,0
219,315924,2013-01-09,45,108696,6.0,0,93.08,3268.0,0
220,317125,2013-01-09,46,108696,14.0,0,93.08,2989.0,0
221,318265,2013-01-09,47,108696,9.0,0,93.08,3370.0,0
222,319463,2013-01-09,48,108696,8.0,0,93.08,2316.0,0
223,320506,2013-01-09,49,108696,1.0,0,93.08,1776.0,0
224,321607,2013-01-09,50,108696,2.0,0,93.08,2228.0,0
225,323749,2013-01-09,54,108696,2.0,0,93.08,730.0,0
226,324286,2013-01-10,1,108696,1.0,0,93.81,1679.0,0
227,325223,2013-01-10,2,108696,2.0,0,93.81,1761.0,0
228,326216,2013-01-10,3,108696,4.0,0,93.81,2649.0,0
229,327375,2013-01-10,4,108696,2.0,0,93.81,1326.0,0
230,328327,2013-01-10,5,108696,3.0,0,93.81,1449.0,0
231,329304,2013-01-10,6,108696,3.0,0,93.81,1422.0,0
232,331359,2013-01-10,8,108696,1.0,0,93.81,2545.0,0
233,332486,2013-01-10,9,108696,10.0,0,93.81,1942.0,0
234,333408,2013-01-10,10,108696,2.0,0,93.81,925.0,0
235,334004,2013-01-10,11,108696,8.0,0,93.81,2274.0,0
236,334884,2013-01-10,12,108696,2.0,0,93.81,1121.0,0
237,336181,2013-01-10,14,108696,1.0,0,93.81,1423.0,0
238,336816,2013-01-10,15,108696,4.0,0,93.81,1317.0,0
239,338125,2013-01-10,17,108696,2.0,0,93.81,1141.0,0
240,338810,2013-01-10,18,108696,2.0,0,93.81,1219.0,0
241,344985,2013-01-10,30,108696,2.0,0,93.81,693.0,0
242,347382,2013-01-10,34,108696,5.0,0,93.81,2079.0,0
243,351364,2013-01-10,40,108696,2.0,0,93.81,944.0,0
244,353312,2013-01-10,44,108696,2.0,0,93.81,3323.0,0
245,354514,2013-01-10,45,108696,9.0,0,93.81,2697.0,0
246,355664,2013-01-10,46,108696,20.0,0,93.81,2627.0,0
247,356746,2013-01-10,47,108696,13.0,0,93.81,2982.0,0
248,357920,2013-01-10,48,108696,6.0,0,93.81,2212.0,0
249,358970,2013-01-10,49,108696,2.0,0,93.81,1481.0,0
250,360003,2013-01-10,50,108696,2.0,0,93.81,2052.0,0
251,363612,2013-01-11,2,108696,3.0,0,93.6,1786.0,0
252,364644,2013-01-11,3,108696,7.0,0,93.6,2954.0,0
253,365843,2013-01-11,4,108696,1.0,0,93.6,1398.0,0
254,366863,2013-01-11,5,108696,3.0,0,93.6,1446.0,0
255,367876,2013-01-11,6,108696,5.0,0,93.6,1563.0,0
256,369953,2013-01-11,8,108696,3.0,0,93.6,2858.0,0
257,371089,2013-01-11,9,108696,10.0,0,93.6,1750.0,0
258,372008,2013-01-11,10,108696,3.0,0,93.6,877.0,0
259,372597,2013-01-11,11,108696,2.0,0,93.6,2053.0,0
260,373441,2013-01-11,12,108696,4.0,0,93.6,1072.0,0
261,374089,2013-01-11,13,108696,2.0,0,93.6,825.0,0
262,374703,2013-01-11,14,108696,1.0,0,93.6,1412.0,0
263,375342,2013-01-11,15,108696,3.0,0,93.6,1168.0,0
264,375998,2013-01-11,16,108696,2.0,0,93.6,912.0,0
265,377344,2013-01-11,18,108696,3.0,0,93.6,1221.0,0
266,378098,2013-01-11,19,108696,4.0,0,93.6,999.0,0
267,379576,2013-01-11,24,108696,2.0,0,93.6,2350.0,0
268,383599,2013-01-11,30,108696,2.0,0,93.6,623.0,0
269,386024,2013-01-11,34,108696,2.0,0,93.6,2407.0,0
270,389274,2013-01-11,39,108696,1.0,0,93.6,1163.0,0
271,390128,2013-01-11,40,108696,2.0,0,93.6,970.0,0
272,392215,2013-01-11,44,108696,7.0,0,93.6,3873.0,0
273,393438,2013-01-11,45,108696,14.0,0,93.6,3083.0,0
274,394649,2013-01-11,46,108696,16.0,0,93.6,2892.0,0
275,395792,2013-01-11,47,108696,7.0,0,93.6,3312.0,0
276,397014,2013-01-11,48,108696,11.0,0,93.6,2396.0,0
277,399192,2013-01-11,50,108696,1.0,0,93.6,2226.0,0
278,400286,2013-01-11,51,108696,1.0,0,93.6,1658.0,0
279,401898,2013-01-12,1,108696,5.0,0,93.6,1473.0,0
280,402890,2013-01-12,2,108696,3.0,0,93.6,1998.0,0
281,403995,2013-01-12,3,108696,8.0,0,93.6,3407.0,0
282,405219,2013-01-12,4,108696,5.0,0,93.6,1543.0,0
283,406272,2013-01-12,5,108696,1.0,0,93.6,1553.0,0
284,407284,2013-01-12,6,108696,7.0,0,93.6,2020.0,0
285,409432,2013-01-12,8,108696,9.0,0,93.6,2936.0,0
286,410629,2013-01-12,9,108696,3.0,0,93.6,2271.0,0
287,411645,2013-01-12,10,108696,4.0,0,93.6,1120.0,0
288,412328,2013-01-12,11,108696,15.0,0,93.6,2603.0,0
289,413270,2013-01-12,12,108696,5.0,0,93.6,1241.0,0
290,413973,2013-01-12,13,108696,3.0,0,93.6,1179.0,0
291,414658,2013-01-12,14,108696,6.0,0,93.6,1939.0,0
292,415378,2013-01-12,15,108696,4.0,0,93.6,1396.0,0
293,416086,2013-01-12,16,108696,2.0,0,93.6,1045.0,0
294,416805,2013-01-12,17,108696,3.0,0,93.6,1385.0,0
295,417571,2013-01-12,18,108696,2.0,0,93.6,1217.0,0
296,418427,2013-01-12,19,108696,7.0,0,93.6,1521.0,0
297,419999,2013-01-12,24,108696,5.0,0,93.6,2346.0,0
298,427167,2013-01-12,34,108696,5.0,0,93.6,2591.0,0
299,430722,2013-01-12,39,108696,1.0,0,93.6,1518.0,0
300,431690,2013-01-12,40,108696,3.0,0,93.6,1039.0,0
301,433920,2013-01-12,44,108696,6.0,0,93.6,4423.0,0
302,435192,2013-01-12,45,108696,9.0,0,93.6,3927.0,0
303,436429,2013-01-12,46,108696,36.0,0,93.6,4263.0,0
304,437626,2013-01-12,47,108696,19.0,0,93.6,4278.0,0
305,438891,2013-01-12,48,108696,15.0,0,93.6,3355.0,0
306,440069,2013-01-12,49,108696,5.0,0,93.6,2309.0,0
307,441221,2013-01-12,50,108696,10.0,0,93.6,3258.0,0
308,442379,2013-01-12,51,108696,1.0,0,93.6,1873.0,0
309,443465,2013-01-12,54,108696,2.0,0,93.6,954.0,0
310,444810,2013-01-13,2,108696,2.0,0,93.6,1988.0,0
311,445912,2013-01-13,3,108696,16.0,0,93.6,3217.0,0
312,447107,2013-01-13,4,108696,4.0,0,93.6,1873.0,0
313,448198,2013-01-13,5,108696,4.0,0,93.6,1510.0,0
314,449244,2013-01-13,6,108696,7.0,0,93.6,2219.0,0
315,450409,2013-01-13,7,108696,1.0,0,93.6,1328.0,0
316,451439,2013-01-13,8,108696,5.0,0,93.6,2765.0,0
317,452607,2013-01-13,9,108696,13.0,0,93.6,2457.0,0
318,453625,2013-01-13,10,108696,1.0,0,93.6,1013.0,0
319,454311,2013-01-13,11,108696,12.0,0,93.6,2875.0,0
320,455246,2013-01-13,12,108696,6.0,0,93.6,1166.0,0
321,455936,2013-01-13,13,108696,2.0,0,93.6,858.0,0
322,456575,2013-01-13,14,108696,3.0,0,93.6,1317.0,0
323,457251,2013-01-13,15,108696,5.0,0,93.6,1122.0,0
324,457940,2013-01-13,16,108696,7.0,0,93.6,1260.0,0
325,458700,2013-01-13,17,108696,2.0,0,93.6,1441.0,0
326,459466,2013-01-13,18,108696,8.0,0,93.6,1376.0,0
327,460374,2013-01-13,19,108696,6.0,0,93.6,1269.0,0
328,461989,2013-01-13,24,108696,4.0,0,93.6,2001.0,0
329,469292,2013-01-13,34,108696,2.0,0,93.6,2381.0,0
330,472687,2013-01-13,39,108696,3.0,0,93.6,1630.0,0
331,473647,2013-01-13,40,108696,5.0,0,93.6,1048.0,0
332,475980,2013-01-13,44,108696,14.0,0,93.6,4676.0,0
333,477231,2013-01-13,45,108696,13.0,0,93.6,4345.0,0
334,478470,2013-01-13,46,108696,55.0,0,93.6,4713.0,0
335,479677,2013-01-13,47,108696,34.0,0,93.6,4796.0,0
336,480922,2013-01-13,48,108696,11.0,0,93.6,3993.0,0
337,482114,2013-01-13,49,108696,6.0,0,93.6,2662.0,0
338,483314,2013-01-13,50,108696,6.0,0,93.6,3261.0,0
339,484451,2013-01-13,51,108696,3.0,0,93.6,1808.0,0
340,486212,2013-01-14,1,108696,2.0,0,94.27,1780.0,0
341,487201,2013-01-14,2,108696,1.0,0,94.27,1713.0,0
342,488205,2013-01-14,3,108696,9.0,0,94.27,2785.0,0
343,490351,2013-01-14,5,108696,3.0,0,94.27,1457.0,0
344,492383,2013-01-14,7,108696,3.0,0,94.27,1629.0,0
345,493410,2013-01-14,8,108696,5.0,0,94.27,2622.0,0
346,494535,2013-01-14,9,108696,5.0,0,94.27,2009.0,0
347,495494,2013-01-14,10,108696,4.0,0,94.27,1000.0,0
348,496113,2013-01-14,11,108696,5.0,0,94.27,2056.0,0
349,496959,2013-01-14,12,108696,6.0,0,94.27,1147.0,0
350,497623,2013-01-14,13,108696,4.0,0,94.27,869.0,0
351,498243,2013-01-14,14,108696,7.0,0,94.27,1700.0,0
352,498915,2013-01-14,15,108696,3.0,0,94.27,1368.0,0
353,499597,2013-01-14,16,108696,7.0,0,94.27,977.0,0
354,500275,2013-01-14,17,108696,2.0,0,94.27,1209.0,0
355,500983,2013-01-14,18,108696,5.0,0,94.27,1314.0,0
356,501742,2013-01-14,19,108696,9.0,0,94.27,1115.0,0
357,503268,2013-01-14,24,108696,2.0,0,94.27,2341.0,0
358,507406,2013-01-14,30,108696,2.0,0,94.27,690.0,0
359,509928,2013-01-14,34,108696,2.0,0,94.27,2246.0,0
360,515480,2013-01-14,43,108696,1.0,0,94.27,1091.0,0
361,516086,2013-01-14,44,108696,1.0,0,94.27,3450.0,0
362,517289,2013-01-14,45,108696,11.0,0,94.27,2937.0,0
363,518446,2013-01-14,46,108696,15.0,0,94.27,2780.0,0
364,519577,2013-01-14,47,108696,15.0,0,94.27,3145.0,0
365,520756,2013-01-14,48,108696,1.0,0,94.27,2223.0,0
366,521850,2013-01-14,49,108696,1.0,0,94.27,1525.0,0
367,522910,2013-01-14,50,108696,7.0,0,94.27,2150.0,0
368,524991,2013-01-14,54,108696,1.0,0,94.27,759.0,0
369,527500,2013-01-15,3,108696,3.0,0,93.26,2757.0,0
370,528662,2013-01-15,4,108696,1.0,0,93.26,1385.0,0
371,529653,2013-01-15,5,108696,3.0,0,93.26,1450.0,0
372,530649,2013-01-15,6,108696,9.0,0,93.26,1619.0,0
373,531742,2013-01-15,7,108696,3.0,0,93.26,1603.0,0
374,532766,2013-01-15,8,108696,1.0,0,93.26,2558.0,0
375,533895,2013-01-15,9,108696,6.0,0,93.26,2163.0,0
376,534861,2013-01-15,10,108696,7.0,0,93.26,1070.0,0
377,535496,2013-01-15,11,108696,1.0,0,93.26,2152.0,0
378,536344,2013-01-15,12,108696,1.0,0,93.26,1180.0,0
379,537011,2013-01-15,13,108696,1.0,0,93.26,871.0,0
380,537625,2013-01-15,14,108696,1.0,0,93.26,1554.0,0
381,538279,2013-01-15,15,108696,2.0,0,93.26,1319.0,0
382,538949,2013-01-15,16,108696,5.0,0,93.26,1001.0,0
383,539641,2013-01-15,17,108696,1.0,0,93.26,1216.0,0
384,541182,2013-01-15,19,108696,1.0,0,93.26,1042.0,0
385,542639,2013-01-15,24,108696,2.0,0,93.26,2338.0,0
386,549448,2013-01-15,34,108696,3.0,0,93.26,2285.0,0
387,552734,2013-01-15,39,108696,2.0,0,93.26,1318.0,0
388,553610,2013-01-15,40,108696,2.0,0,93.26,1153.0,0
389,555083,2013-01-15,43,108696,2.0,0,93.26,1123.0,0
390,555720,2013-01-15,44,108696,5.0,0,93.26,3527.0,0
391,556896,2013-01-15,45,108696,9.0,0,93.26,3016.0,0
392,558067,2013-01-15,46,108696,13.0,0,93.26,2973.0,0
393,559195,2013-01-15,47,108696,24.0,0,93.26,3305.0,0
394,560384,2013-01-15,48,108696,2.0,0,93.26,2275.0,0
395,562529,2013-01-15,50,108696,1.0,0,93.26,2001.0,0
396,563590,2013-01-15,51,108696,2.0,0,93.26,1604.0,0
397,564627,2013-01-15,54,108696,1.0,0,93.26,768.0,0
398,565205,2013-01-16,1,108696,2.0,0,94.28,1933.0,0
399,566239,2013-01-16,2,108696,3.0,0,94.28,1988.0,0
400,567288,2013-01-16,3,108696,8.0,0,94.28,3108.0,0
401,569516,2013-01-16,5,108696,3.0,0,94.28,1461.0,0
402,570545,2013-01-16,6,108696,8.0,0,94.28,1677.0,0
403,571656,2013-01-16,7,108696,4.0,0,94.28,1619.0,0
404,572696,2013-01-16,8,108696,4.0,0,94.28,2820.0,0
405,573866,2013-01-16,9,108696,6.0,0,94.28,1981.0,0
406,574820,2013-01-16,10,108696,3.0,0,94.28,973.0,0
407,575401,2013-01-16,11,108696,1.0,0,94.28,2060.0,0
408,576254,2013-01-16,12,108696,4.0,0,94.28,1068.0,0
409,576902,2013-01-16,13,108696,3.0,0,94.28,767.0,0
